,qname,teloBPLengths
296,32c42916-f33d-4e41-9902-d27e93b16828,2184
297,36f6afbb-4424-4c73-9593-9a59b4b95327,8298
298,3df281a0-e81b-4912-bf72-c879cd78a39e,2280
299,3eb89325-e1fe-4c48-ab19-43ce66380414,3354
300,3765c4fc-8d03-48b8-b81c-63224e8221c3,108
301,38b868e1-8153-4d64-bd51-90339967b572,2370
302,39ac065a-8e70-43cc-af24-6c51d4a7d4e6,3432
303,3a6dc01c-1de7-452b-8269-0290e09fd90f,2754
304,3bedbad2-e414-4811-ad16-0951ec082854,60
305,3d83eab3-24db-40b2-b1ab-a2bb97fc7d71,504
306,3e08f8a0-edda-4e99-968b-1d55ab173942,2112
307,3e97e3e9-ce18-4554-b2f7-100f7c3e9f20,954
308,3e34abbe-2a64-4362-a254-8c2efc86e809,7080
309,3f9135a1-ecdb-4815-bd2f-e0c98ab3ba89,90
310,401dfb98-86b8-40ce-bc96-cc2946bca6a3,18
311,42a2613d-b336-4994-8a9d-e63050872840,2508
312,3412f091-bdf4-490b-82e8-70c8f68ce5b5,66
313,349d00a1-bfd0-4e2c-a9da-0f8123e6b6a1,3600
314,3540ebcf-0be8-43f0-8306-d3d4d72d1bd0,2346
315,35759a8f-81e8-4c72-8f6f-1f01a53f12e6,102
316,363db292-196f-4f4b-a336-358174e841a4,6066
317,3fcca979-54a7-4104-a68d-1d4b56c0e343,1104
318,40d6eea0-cbdc-4394-bf2a-f8295691613e,186
319,427d63ed-d10e-45a7-b378-41981805d512,3588
320,43636654-90ea-43db-8f12-8c39ed47ef2d,180
321,443aed1c-cc59-4a18-902c-17ff1d45a900,1074
322,444e01d2-a70a-43cc-aa4f-32d47676de3c,8568
323,4477a7df-5cd5-4384-89a3-6a0541075297,2748
324,44f2001d-3bfd-40fa-a97a-3a2221327513,594
325,45df7888-7ab3-418a-be54-739e902bf4a8,2928
326,463e99e8-776c-4663-b836-894bc1be4dd8,4302
327,5c77ae10-d0fd-4a88-9ab4-aa665ebe2318,3276
328,5efca11c-7fb8-4248-815d-2bf5198b989a,1584
329,5fcd999b-f767-4219-8b04-aa0f88ff6ff4,3750
330,3667fe92-1517-4c22-92eb-53ed1ede5928,4236
331,37527933-ea5e-43f1-a8b6-af1888613dcf,402
332,375f9338-7e5c-4a40-bc12-27f4360e0806,4038
333,46403e8f-44ac-42d7-911d-ac32f8b0b577,2682
334,609b4265-fe97-4cf4-bc75-50e5b538dfc3,4074
335,46dd2212-6df3-4e3b-ac74-1f46416693fa,78
336,37cde3f6-b40d-4e05-a572-c2eca078fdb0,156
337,37f69f42-781b-4873-a35b-97da890dbcd6,3594
338,387ae135-25af-49d7-bf45-2ffbc65017b9,2160
339,464c97ec-0e38-4acb-84f1-aee42d558755,2712
340,47ac152a-1e47-4c6a-ac3e-f1c7dd42021e,3408
341,48827ac9-98f9-4c24-a31a-2a38e6eac37b,450
342,49d7fd45-0ad0-48ae-9e23-5f89f80d5ada,3672
343,4a4eca6d-2313-409b-acf0-157118d3f42a,3264
344,61937de7-47ad-4135-924d-afe959872b89,66
345,625926d2-ebc9-44a8-a4bf-8070f2163f69,3534
346,62a27102-d69b-4ef2-9b52-ab54216b6b4d,144
347,62f04d34-66f3-44ab-a316-d1fe7d7926f5,174
348,63278d9a-c335-4742-92db-5e19b841bd50,30
349,39d7a254-6ad9-41ed-bcc1-ca73d0ae5b76,468
350,39ef7033-5915-40cc-a816-bec0341100a7,4704
351,3aaee9d9-459f-48a6-ac3b-2f392f630dc4,2178
352,64621477-bb59-4be5-a873-cf73b5722fe8,12
353,48038c75-ef25-4b76-97bc-094022722d14,3504
354,48c2e978-e76c-470b-baa7-e84a04753a3b,3114
355,48d201a9-bd1e-4fe8-9c19-7032136fdba3,216
356,4909391f-38a7-4a46-92dc-07620c09facf,132
357,496f936b-0a37-4296-b40e-d6119ea01037,3906
358,4eb57c41-4746-45cd-9724-75ba3e381b47,3444
